user_id,age,monthly_income,orders_per_month,avg_order_amount,num_active_bnpl_plans,total_bnpl_amount,average_emi,total_monthly_emi,dti_ratio,bnpl_utilization_ratio,repayment_delay_count,last_payment_delay_days,on_time_repayment_rate,spending_volatility,impulse_purchase_count,risk_label
263,37,25068,0,1379,0,0,0.0,0.0,0.0,0.0,1,27,0.8,0.25,2,Medium
264,52,69460,1,6196,1,6196,6196.0,6196.0,0.09,0.09,0,29,1.0,0.47,3,Risky
265,42,115766,1,14881,1,14881,14881.0,14881.0,0.13,0.13,1,30,0.8,0.17,3,Medium
266,52,61418,4,13119,2,52476,26238.0,52476.0,0.85,0.85,4,29,0.2,0.02,1,Risky
267,42,41206,0,9737,0,0,0.0,0.0,0.0,0.0,3,27,0.4,0.3,1,Risky
268,46,143180,1,6259,1,6259,6259.0,6259.0,0.04,0.04,5,19,0.0,0.32,1,Risky
269,35,15287,3,12633,3,37899,12633.0,37899.0,2.48,2.48,0,0,1.0,0.24,2,Risky
270,35,37337,7,11461,1,80227,80227.0,80227.0,2.15,2.15,0,8,1.0,0.2,2,Risky
271,19,166738,0,3922,0,0,0.0,0.0,0.0,0.0,0,16,1.0,0.45,2,Risky
272,52,147233,5,4387,2,21935,10967.5,21935.0,0.15,0.15,0,20,1.0,0.47,2,Risky
273,33,115667,1,15553,1,15553,15553.0,15553.0,0.13,0.13,0,13,1.0,0.34,2,Risky
274,58,105071,1,11062,0,11062,0.0,0.0,0.0,0.11,2,22,0.6,0.25,0,Medium
275,53,113064,3,7959,2,23877,11938.5,23877.0,0.21,0.21,1,9,0.8,0.03,0,Medium
276,50,184823,2,10947,2,21894,10947.0,21894.0,0.12,0.12,1,12,0.8,0.15,1,Medium
277,21,121511,0,10559,0,0,0.0,0.0,0.0,0.0,0,12,1.0,0.14,1,Low
278,50,160830,1,1551,1,1551,1551.0,1551.0,0.01,0.01,0,25,1.0,0.03,1,Low
279,31,18178,1,1133,1,1133,1133.0,1133.0,0.06,0.06,1,21,0.8,0.42,1,Risky
280,38,46831,0,7607,0,0,0.0,0.0,0.0,0.0,0,18,1.0,0.43,3,Risky
281,37,148248,0,12103,0,0,0.0,0.0,0.0,0.0,1,26,0.8,0.46,6,Risky
282,25,118306,3,11205,2,33615,16807.5,33615.0,0.28,0.28,0,7,1.0,0.37,2,Risky
283,24,179726,3,7599,1,22797,22797.0,22797.0,0.13,0.13,0,26,1.0,0.36,1,Risky
284,20,172699,4,14372,2,57488,28744.0,57488.0,0.33,0.33,0,6,1.0,0.24,0,Medium
285,34,198622,2,6124,0,12248,0.0,0.0,0.0,0.06,0,24,1.0,0.43,0,Risky
286,50,127025,1,2060,1,2060,2060.0,2060.0,0.02,0.02,1,16,0.8,0.26,2,Medium
287,29,190982,1,15048,0,15048,0.0,0.0,0.0,0.08,0,7,1.0,0.01,2,Low
288,39,105417,3,19570,2,58710,29355.0,58710.0,0.56,0.56,4,3,0.2,0.29,3,Risky
289,39,181494,2,4170,2,8340,4170.0,8340.0,0.05,0.05,1,6,0.8,0.2,3,Medium
290,47,26984,2,11919,2,23838,11919.0,23838.0,0.88,0.88,1,22,0.8,0.26,4,Risky
291,55,104312,2,17979,2,35958,17979.0,35958.0,0.34,0.34,0,19,1.0,0.22,4,Medium
292,55,98291,2,16583,2,33166,16583.0,33166.0,0.34,0.34,0,23,1.0,0.25,2,Medium
293,25,22135,0,5106,0,0,0.0,0.0,0.0,0.0,0,28,1.0,0.05,1,Low
294,44,15320,1,4421,1,4421,4421.0,4421.0,0.29,0.29,3,27,0.4,0.01,1,Risky
295,44,167756,1,17303,0,17303,0.0,0.0,0.0,0.1,0,16,1.0,0.17,3,Medium
296,51,103774,0,3278,0,0,0.0,0.0,0.0,0.0,0,4,1.0,0.13,3,Low
297,38,167961,3,18548,1,55644,55644.0,55644.0,0.33,0.33,0,19,1.0,0.13,0,Medium
298,47,113071,4,18001,2,72004,36002.0,72004.0,0.64,0.64,1,3,0.8,0.47,0,Risky
299,50,194971,1,14052,1,14052,14052.0,14052.0,0.07,0.07,1,30,0.8,0.41,0,Risky
300,45,156842,5,1450,1,7250,7250.0,7250.0,0.05,0.05,0,18,1.0,0.01,1,Low
301,50,185393,0,10990,0,0,0.0,0.0,0.0,0.0,1,0,0.8,0.0,2,Medium
302,22,124863,2,13778,0,27556,0.0,0.0,0.0,0.22,5,20,0.0,0.39,3,Risky
303,36,56777,0,8372,0,0,0.0,0.0,0.0,0.0,0,23,1.0,0.49,1,Risky
304,21,61250,7,2892,2,20244,10122.0,20244.0,0.33,0.33,0,9,1.0,0.23,3,Medium
305,52,88034,4,19838,3,79352,26450.67,79352.0,0.9,0.9,0,5,1.0,0.22,3,Risky
306,34,119940,1,14362,1,14362,14362.0,14362.0,0.12,0.12,5,11,0.0,0.14,2,Risky
307,45,55130,0,4808,0,0,0.0,0.0,0.0,0.0,0,16,1.0,0.33,4,Risky
308,47,195418,1,10476,1,10476,10476.0,10476.0,0.05,0.05,0,4,1.0,0.24,2,Medium
309,46,148609,2,19141,0,38282,0.0,0.0,0.0,0.26,0,21,1.0,0.08,2,Low
310,23,30216,4,17606,0,70424,0.0,0.0,0.0,2.33,4,30,0.2,0.24,1,Risky
311,52,99149,1,19749,1,19749,19749.0,19749.0,0.2,0.2,1,8,0.8,0.19,1,Medium
312,58,18009,0,2609,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.44,2,Risky
313,54,104904,2,2223,2,4446,2223.0,4446.0,0.04,0.04,0,4,1.0,0.39,3,Risky
314,41,175399,1,2907,1,2907,2907.0,2907.0,0.02,0.02,3,18,0.4,0.35,2,Risky
315,46,160281,2,15978,0,31956,0.0,0.0,0.0,0.2,1,21,0.8,0.16,3,Medium
316,48,194515,0,11943,0,0,0.0,0.0,0.0,0.0,0,26,1.0,0.07,1,Low
317,52,30029,0,6810,0,0,0.0,0.0,0.0,0.0,1,23,0.8,0.43,0,Risky
318,50,117171,0,13161,0,0,0.0,0.0,0.0,0.0,0,27,1.0,0.17,4,Medium
319,38,129456,1,15063,1,15063,15063.0,15063.0,0.12,0.12,1,10,0.8,0.3,1,Medium
320,49,77559,2,5937,1,11874,11874.0,11874.0,0.15,0.15,0,27,1.0,0.3,2,Medium
321,40,79892,4,18615,2,74460,37230.0,74460.0,0.93,0.93,0,11,1.0,0.46,5,Risky
322,50,85409,3,13260,3,39780,13260.0,39780.0,0.47,0.47,0,4,1.0,0.09,3,Medium
323,20,154707,4,10939,0,43756,0.0,0.0,0.0,0.28,0,7,1.0,0.39,1,Risky
324,35,48065,5,11750,1,58750,58750.0,58750.0,1.22,1.22,0,16,1.0,0.23,4,Risky
325,42,135544,0,1737,0,0,0.0,0.0,0.0,0.0,0,7,1.0,0.09,0,Low
326,59,122340,3,16935,1,50805,50805.0,50805.0,0.42,0.42,0,1,1.0,0.42,2,Risky
327,48,48783,2,11143,1,22286,22286.0,22286.0,0.46,0.46,2,22,0.6,0.41,3,Risky
328,20,49152,1,17913,1,17913,17913.0,17913.0,0.36,0.36,2,17,0.6,0.02,3,Medium
329,57,73741,1,13321,1,13321,13321.0,13321.0,0.18,0.18,0,18,1.0,0.35,0,Risky
330,41,122049,1,5418,1,5418,5418.0,5418.0,0.04,0.04,1,20,0.8,0.08,0,Medium
331,49,197574,4,10396,4,41584,10396.0,41584.0,0.21,0.21,1,9,0.8,0.31,1,Risky
332,39,44092,5,2986,1,14930,14930.0,14930.0,0.34,0.34,0,6,1.0,0.32,2,Risky
333,40,163725,0,1346,0,0,0.0,0.0,0.0,0.0,0,8,1.0,0.33,2,Risky
334,19,186541,2,6825,2,13650,6825.0,13650.0,0.07,0.07,0,11,1.0,0.06,2,Low
335,44,101483,2,2215,2,4430,2215.0,4430.0,0.04,0.04,0,11,1.0,0.3,3,Medium
336,59,136585,5,14890,1,74450,74450.0,74450.0,0.55,0.55,1,4,0.8,0.05,5,Risky
337,19,74754,0,11960,0,0,0.0,0.0,0.0,0.0,0,10,1.0,0.37,2,Risky
338,43,176050,0,1244,0,0,0.0,0.0,0.0,0.0,0,16,1.0,0.03,2,Low
339,34,102592,4,15119,4,60476,15119.0,60476.0,0.59,0.59,1,14,0.8,0.38,1,Risky
340,57,109543,3,12243,3,36729,12243.0,36729.0,0.34,0.34,0,10,1.0,0.44,2,Risky
341,50,58169,2,1132,2,2264,1132.0,2264.0,0.04,0.04,0,14,1.0,0.15,4,Low
342,26,194359,4,16556,1,66224,66224.0,66224.0,0.34,0.34,1,15,0.8,0.39,3,Risky
343,56,69745,1,18754,0,18754,0.0,0.0,0.0,0.27,1,18,0.8,0.21,4,Medium
344,46,125168,1,2087,1,2087,2087.0,2087.0,0.02,0.02,0,20,1.0,0.4,2,Risky
345,59,128985,1,10839,0,10839,0.0,0.0,0.0,0.08,0,11,1.0,0.34,3,Risky
346,43,20543,1,11083,1,11083,11083.0,11083.0,0.54,0.54,1,2,0.8,0.14,2,Risky
347,52,36067,1,14415,1,14415,14415.0,14415.0,0.4,0.4,2,7,0.6,0.1,1,Medium
348,42,66033,3,11452,3,34356,11452.0,34356.0,0.52,0.52,4,23,0.2,0.46,3,Risky
349,41,60256,1,14828,1,14828,14828.0,14828.0,0.25,0.25,0,30,1.0,0.42,2,Risky
350,30,168263,2,9310,1,18620,18620.0,18620.0,0.11,0.11,0,10,1.0,0.33,1,Risky
351,24,101803,2,3903,2,7806,3903.0,7806.0,0.08,0.08,3,0,0.4,0.17,2,Risky
352,53,133843,1,1894,1,1894,1894.0,1894.0,0.01,0.01,0,23,1.0,0.26,3,Medium
353,37,43992,6,2265,2,13590,6795.0,13590.0,0.31,0.31,0,29,1.0,0.28,3,Medium
354,18,63803,2,17746,1,35492,35492.0,35492.0,0.56,0.56,0,3,1.0,0.04,2,Risky
355,25,124975,5,10965,1,54825,54825.0,54825.0,0.44,0.44,0,26,1.0,0.49,4,Risky
356,33,159282,3,9505,1,28515,28515.0,28515.0,0.18,0.18,0,5,1.0,0.05,1,Low
357,31,41270,0,19090,0,0,0.0,0.0,0.0,0.0,0,9,1.0,0.36,2,Risky
358,29,151269,0,8334,0,0,0.0,0.0,0.0,0.0,5,14,0.0,0.25,0,Risky
359,40,22452,0,14374,0,0,0.0,0.0,0.0,0.0,1,7,0.8,0.38,1,Risky
360,32,56486,5,14348,3,71740,23913.33,71740.0,1.27,1.27,0,13,1.0,0.13,8,Risky
361,45,29859,2,16375,2,32750,16375.0,32750.0,1.1,1.1,0,1,1.0,0.2,3,Risky
362,51,173308,1,3393,1,3393,3393.0,3393.0,0.02,0.02,1,23,0.8,0.26,0,Medium
363,19,177971,0,12802,0,0,0.0,0.0,0.0,0.0,2,22,0.6,0.06,2,Medium
364,49,47083,1,4694,1,4694,4694.0,4694.0,0.1,0.1,0,19,1.0,0.43,1,Risky
365,40,82708,0,18373,0,0,0.0,0.0,0.0,0.0,0,27,1.0,0.5,2,Risky
366,39,126462,1,15911,1,15911,15911.0,15911.0,0.13,0.13,0,20,1.0,0.21,1,Medium
367,42,162735,5,11655,5,58275,11655.0,58275.0,0.36,0.36,0,5,1.0,0.19,0,Medium
368,39,108076,1,10096,0,10096,0.0,0.0,0.0,0.09,0,30,1.0,0.3,1,Medium
369,39,34053,0,7410,0,0,0.0,0.0,0.0,0.0,0,2,1.0,0.34,5,Risky
370,59,157157,5,4397,0,21985,0.0,0.0,0.0,0.14,0,1,1.0,0.43,6,Risky
371,23,176636,1,14031,1,14031,14031.0,14031.0,0.08,0.08,1,13,0.8,0.19,1,Medium
372,32,104745,4,1910,1,7640,7640.0,7640.0,0.07,0.07,0,17,1.0,0.38,1,Risky
373,54,84517,1,19507,0,19507,0.0,0.0,0.0,0.23,0,14,1.0,0.12,0,Low
374,50,167225,1,19235,1,19235,19235.0,19235.0,0.12,0.12,0,3,1.0,0.34,0,Risky
375,25,151319,1,15915,1,15915,15915.0,15915.0,0.11,0.11,1,15,0.8,0.23,0,Medium
376,22,156625,1,13863,1,13863,13863.0,13863.0,0.09,0.09,0,22,1.0,0.33,2,Risky
377,56,166883,3,12957,3,38871,12957.0,38871.0,0.23,0.23,2,11,0.6,0.19,1,Medium
378,21,152207,3,2615,3,7845,2615.0,7845.0,0.05,0.05,0,16,1.0,0.15,2,Low
379,23,151645,2,11582,0,23164,0.0,0.0,0.0,0.15,0,0,1.0,0.24,2,Medium
380,49,94267,2,10397,1,20794,20794.0,20794.0,0.22,0.22,0,30,1.0,0.45,3,Risky
381,47,153261,1,5026,1,5026,5026.0,5026.0,0.03,0.03,0,19,1.0,0.34,1,Risky
382,52,95077,3,7869,1,23607,23607.0,23607.0,0.25,0.25,0,8,1.0,0.31,0,Risky
383,57,189718,1,11871,1,11871,11871.0,11871.0,0.06,0.06,0,11,1.0,0.36,2,Risky
384,33,91623,4,19830,0,79320,0.0,0.0,0.0,0.87,0,29,1.0,0.36,1,Risky
385,30,146004,1,4312,1,4312,4312.0,4312.0,0.03,0.03,2,27,0.6,0.15,0,Medium
386,59,68687,3,9014,3,27042,9014.0,27042.0,0.39,0.39,0,4,1.0,0.12,1,Medium
387,47,83312,2,6019,1,12038,12038.0,12038.0,0.14,0.14,0,16,1.0,0.25,2,Medium
388,36,122615,1,11293,1,11293,11293.0,11293.0,0.09,0.09,0,2,1.0,0.07,2,Low
389,34,145976,2,4216,2,8432,4216.0,8432.0,0.06,0.06,1,26,0.8,0.24,1,Medium
390,36,42564,4,12222,4,48888,12222.0,48888.0,1.15,1.15,0,5,1.0,0.35,0,Risky
391,45,43835,2,19908,0,39816,0.0,0.0,0.0,0.91,0,28,1.0,0.0,1,Low
392,43,22697,2,14603,2,29206,14603.0,29206.0,1.29,1.29,0,30,1.0,0.06,0,Risky
393,54,95165,1,14340,0,14340,0.0,0.0,0.0,0.15,0,2,1.0,0.48,2,Risky
394,43,163118,2,11934,1,23868,23868.0,23868.0,0.15,0.15,1,26,0.8,0.46,0,Risky
395,40,72823,2,19345,0,38690,0.0,0.0,0.0,0.53,1,21,0.8,0.21,0,Medium
396,26,199442,1,5625,1,5625,5625.0,5625.0,0.03,0.03,5,5,0.0,0.3,2,Risky
397,29,24615,0,9292,0,0,0.0,0.0,0.0,0.0,0,20,1.0,0.08,1,Low
398,18,151132,0,10505,0,0,0.0,0.0,0.0,0.0,0,25,1.0,0.17,3,Medium
399,18,145499,1,4448,1,4448,4448.0,4448.0,0.03,0.03,0,12,1.0,0.4,4,Risky
400,51,91436,3,15678,0,47034,0.0,0.0,0.0,0.51,0,20,1.0,0.43,2,Risky
401,49,135562,1,7047,1,7047,7047.0,7047.0,0.05,0.05,1,24,0.8,0.2,2,Medium
402,42,86117,2,2214,2,4428,2214.0,4428.0,0.05,0.05,4,18,0.2,0.16,2,Risky
403,57,49782,1,10558,1,10558,10558.0,10558.0,0.21,0.21,0,14,1.0,0.34,3,Risky
404,18,93533,2,8875,2,17750,8875.0,17750.0,0.19,0.19,0,26,1.0,0.36,0,Risky
405,33,87684,4,14919,1,59676,59676.0,59676.0,0.68,0.68,0,25,1.0,0.49,3,Risky
406,56,94558,1,16225,1,16225,16225.0,16225.0,0.17,0.17,2,6,0.6,0.35,3,Risky
407,22,96422,1,12815,1,12815,12815.0,12815.0,0.13,0.13,0,12,1.0,0.12,2,Low
408,39,171328,1,6479,0,6479,0.0,0.0,0.0,0.04,4,19,0.2,0.03,0,Risky
409,46,176077,3,1172,0,3516,0.0,0.0,0.0,0.02,1,1,0.8,0.13,2,Medium
410,20,21638,4,18270,2,73080,36540.0,73080.0,3.38,3.38,1,25,0.8,0.11,3,Risky
411,29,52419,6,17044,2,102264,51132.0,102264.0,1.95,1.95,0,18,1.0,0.05,2,Risky
412,43,48377,1,7263,1,7263,7263.0,7263.0,0.15,0.15,4,18,0.2,0.22,2,Risky
413,33,121244,1,12621,1,12621,12621.0,12621.0,0.1,0.1,1,2,0.8,0.14,1,Medium
414,54,189188,6,10601,2,63606,31803.0,63606.0,0.34,0.34,0,2,1.0,0.46,3,Risky
415,39,182706,2,8056,2,16112,8056.0,16112.0,0.09,0.09,0,25,1.0,0.2,0,Medium
416,46,38382,2,15245,2,30490,15245.0,30490.0,0.79,0.79,0,5,1.0,0.44,3,Risky
417,31,168466,3,16678,1,50034,50034.0,50034.0,0.3,0.3,0,12,1.0,0.15,2,Medium
418,45,82789,4,1260,2,5040,2520.0,5040.0,0.06,0.06,0,13,1.0,0.42,4,Risky
419,22,125634,0,2352,0,0,0.0,0.0,0.0,0.0,5,5,0.0,0.23,4,Risky
420,47,146936,3,6243,3,18729,6243.0,18729.0,0.13,0.13,1,26,0.8,0.02,2,Medium
421,22,114572,3,10691,3,32073,10691.0,32073.0,0.28,0.28,1,8,0.8,0.24,4,Medium
422,29,186294,3,13565,1,40695,40695.0,40695.0,0.22,0.22,1,23,0.8,0.11,2,Medium
423,33,159738,1,18206,1,18206,18206.0,18206.0,0.11,0.11,0,9,1.0,0.15,4,Medium
424,43,138664,0,17915,0,0,0.0,0.0,0.0,0.0,0,15,1.0,0.34,4,Risky
425,43,167027,0,1166,0,0,0.0,0.0,0.0,0.0,0,22,1.0,0.26,1,Medium
426,38,125674,1,13523,1,13523,13523.0,13523.0,0.11,0.11,3,14,0.4,0.44,3,Risky
427,56,118533,1,18439,1,18439,18439.0,18439.0,0.16,0.16,0,11,1.0,0.47,1,Risky
428,53,96845,1,2254,1,2254,2254.0,2254.0,0.02,0.02,1,27,0.8,0.35,4,Risky
429,50,84590,1,5286,1,5286,5286.0,5286.0,0.06,0.06,1,12,0.8,0.43,4,Risky
430,47,142775,5,9009,3,45045,15015.0,45045.0,0.32,0.32,0,17,1.0,0.1,0,Medium
431,54,81471,3,5007,3,15021,5007.0,15021.0,0.18,0.18,4,25,0.2,0.04,7,Risky
432,40,58298,2,15992,2,31984,15992.0,31984.0,0.55,0.55,0,1,1.0,0.17,1,Risky
433,27,63924,1,8758,1,8758,8758.0,8758.0,0.14,0.14,1,13,0.8,0.16,2,Medium
434,22,162781,1,10723,1,10723,10723.0,10723.0,0.07,0.07,1,16,0.8,0.33,2,Risky
435,53,24726,1,15590,1,15590,15590.0,15590.0,0.63,0.63,4,22,0.2,0.42,2,Risky
436,51,55542,3,16638,1,49914,49914.0,49914.0,0.9,0.9,3,22,0.4,0.15,1,Risky
437,48,166317,6,13234,2,79404,39702.0,79404.0,0.48,0.48,0,0,1.0,0.21,3,Medium
438,27,49753,2,15011,1,30022,30022.0,30022.0,0.6,0.6,0,21,1.0,0.05,0,Risky
439,36,94788,4,8889,2,35556,17778.0,35556.0,0.38,0.38,2,10,0.6,0.21,4,Medium
440,49,36316,0,13016,0,0,0.0,0.0,0.0,0.0,0,13,1.0,0.11,1,Low
441,18,99698,3,16415,0,49245,0.0,0.0,0.0,0.49,0,11,1.0,0.19,3,Medium
442,22,30960,6,5744,3,34464,11488.0,34464.0,1.11,1.11,1,22,0.8,0.13,6,Risky
443,21,45791,2,10796,1,21592,21592.0,21592.0,0.47,0.47,0,13,1.0,0.4,3,Risky
444,33,40216,3,12965,3,38895,12965.0,38895.0,0.97,0.97,1,16,0.8,0.0,0,Risky
445,41,178539,2,5287,2,10574,5287.0,10574.0,0.06,0.06,1,11,0.8,0.17,2,Medium
446,33,79427,1,2002,1,2002,2002.0,2002.0,0.03,0.03,1,5,0.8,0.48,3,Risky
447,19,127470,1,14589,1,14589,14589.0,14589.0,0.11,0.11,1,25,0.8,0.34,1,Risky
448,45,88290,2,13922,2,27844,13922.0,27844.0,0.32,0.32,5,8,0.0,0.39,6,Risky
449,49,62014,5,1084,1,5420,5420.0,5420.0,0.09,0.09,0,11,1.0,0.43,2,Risky
450,44,150150,2,14015,0,28030,0.0,0.0,0.0,0.19,0,16,1.0,0.18,3,Medium
451,37,65519,1,16373,1,16373,16373.0,16373.0,0.25,0.25,0,15,1.0,0.03,3,Low
452,41,19042,2,6156,0,12312,0.0,0.0,0.0,0.65,3,1,0.4,0.21,3,Risky
453,29,64052,1,8194,1,8194,8194.0,8194.0,0.13,0.13,0,17,1.0,0.33,4,Risky
454,52,29389,2,6783,2,13566,6783.0,13566.0,0.46,0.46,1,15,0.8,0.19,0,Medium
455,50,110961,1,6695,1,6695,6695.0,6695.0,0.06,0.06,0,9,1.0,0.22,2,Medium
456,50,83111,0,13357,0,0,0.0,0.0,0.0,0.0,3,18,0.4,0.41,0,Risky
457,54,120058,2,17537,2,35074,17537.0,35074.0,0.29,0.29,3,29,0.4,0.02,3,Risky
458,29,108715,2,10653,2,21306,10653.0,21306.0,0.2,0.2,1,3,0.8,0.17,4,Medium
459,20,65733,2,3019,1,6038,6038.0,6038.0,0.09,0.09,0,6,1.0,0.24,4,Medium
460,18,49754,0,17155,0,0,0.0,0.0,0.0,0.0,0,15,1.0,0.15,0,Low
461,50,164696,2,1570,1,3140,3140.0,3140.0,0.02,0.02,0,18,1.0,0.22,1,Medium
462,57,100886,2,8922,0,17844,0.0,0.0,0.0,0.18,0,22,1.0,0.2,3,Medium
463,27,172753,2,17200,1,34400,34400.0,34400.0,0.2,0.2,0,4,1.0,0.46,1,Risky
464,46,104524,0,12769,0,0,0.0,0.0,0.0,0.0,0,4,1.0,0.25,3,Medium
465,30,96006,1,7153,1,7153,7153.0,7153.0,0.07,0.07,0,22,1.0,0.24,2,Medium
466,29,39704,3,11301,1,33903,33903.0,33903.0,0.85,0.85,1,22,0.8,0.13,0,Risky
467,48,109913,1,6507,1,6507,6507.0,6507.0,0.06,0.06,2,6,0.6,0.02,2,Medium
468,19,109108,0,5869,0,0,0.0,0.0,0.0,0.0,0,24,1.0,0.15,1,Low
469,52,22493,2,16591,2,33182,16591.0,33182.0,1.48,1.48,4,16,0.2,0.01,2,Risky
470,40,84639,2,4655,1,9310,9310.0,9310.0,0.11,0.11,0,0,1.0,0.41,4,Risky
471,34,69383,1,17347,1,17347,17347.0,17347.0,0.25,0.25,0,30,1.0,0.1,1,Low
472,43,149066,2,3492,1,6984,6984.0,6984.0,0.05,0.05,0,2,1.0,0.46,1,Risky
473,25,62234,1,13304,1,13304,13304.0,13304.0,0.21,0.21,5,15,0.0,0.44,0,Risky
474,46,193363,2,7512,0,15024,0.0,0.0,0.0,0.08,0,21,1.0,0.33,2,Risky
475,43,143674,0,16243,0,0,0.0,0.0,0.0,0.0,3,1,0.4,0.43,2,Risky
476,27,20594,2,9774,1,19548,19548.0,19548.0,0.95,0.95,0,24,1.0,0.44,3,Risky
477,43,22371,2,5350,2,10700,5350.0,10700.0,0.48,0.48,2,0,0.6,0.39,1,Risky
478,51,62315,2,11882,2,23764,11882.0,23764.0,0.38,0.38,0,29,1.0,0.25,3,Medium
479,58,142251,2,5656,0,11312,0.0,0.0,0.0,0.08,1,20,0.8,0.48,1,Risky
480,24,94526,2,9511,2,19022,9511.0,19022.0,0.2,0.2,4,6,0.2,0.41,3,Risky
481,21,162698,2,18821,2,37642,18821.0,37642.0,0.23,0.23,3,9,0.4,0.06,1,Risky
482,28,101005,1,17415,1,17415,17415.0,17415.0,0.17,0.17,2,2,0.6,0.21,4,Medium
483,46,120573,3,1714,2,5142,2571.0,5142.0,0.04,0.04,0,29,1.0,0.27,2,Medium
484,53,153202,3,16089,0,48267,0.0,0.0,0.0,0.32,1,17,0.8,0.26,3,Medium
485,42,152900,1,10231,1,10231,10231.0,10231.0,0.07,0.07,2,28,0.6,0.19,3,Medium
486,38,72514,0,17792,0,0,0.0,0.0,0.0,0.0,0,2,1.0,0.27,1,Medium
487,53,198736,0,16163,0,0,0.0,0.0,0.0,0.0,1,30,0.8,0.05,1,Medium
488,27,163955,1,17008,1,17008,17008.0,17008.0,0.1,0.1,0,27,1.0,0.33,4,Risky
489,54,189131,2,8346,2,16692,8346.0,16692.0,0.09,0.09,0,6,1.0,0.25,1,Medium
490,26,189004,2,9038,0,18076,0.0,0.0,0.0,0.1,1,14,0.8,0.39,2,Risky
491,41,90986,4,18511,3,74044,24681.33,74044.0,0.81,0.81,0,0,1.0,0.35,5,Risky
492,52,100959,0,9898,0,0,0.0,0.0,0.0,0.0,0,23,1.0,0.06,1,Low
493,52,17035,1,13031,0,13031,0.0,0.0,0.0,0.76,0,18,1.0,0.18,2,Medium
494,53,124767,5,12215,1,61075,61075.0,61075.0,0.49,0.49,1,4,0.8,0.37,3,Risky
495,35,186817,4,12851,0,51404,0.0,0.0,0.0,0.28,1,25,0.8,0.17,1,Medium
496,56,32241,0,1782,0,0,0.0,0.0,0.0,0.0,0,26,1.0,0.28,4,Medium
497,49,67975,2,6300,1,12600,12600.0,12600.0,0.19,0.19,4,20,0.2,0.48,3,Risky
498,41,169226,2,19563,2,39126,19563.0,39126.0,0.23,0.23,0,21,1.0,0.04,3,Low
499,40,171697,5,2178,0,10890,0.0,0.0,0.0,0.06,1,6,0.8,0.1,5,Medium
500,49,191022,0,3406,0,0,0.0,0.0,0.0,0.0,0,10,1.0,0.24,1,Medium
501,54,71396,0,14546,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0.37,2,Risky
502,29,133920,2,13452,1,26904,26904.0,26904.0,0.2,0.2,0,21,1.0,0.17,1,Medium
503,30,159403,1,3724,1,3724,3724.0,3724.0,0.02,0.02,0,1,1.0,0.06,0,Low
504,40,101226,3,3535,1,10605,10605.0,10605.0,0.1,0.1,1,13,0.8,0.16,2,Medium
505,42,99719,0,11140,0,0,0.0,0.0,0.0,0.0,2,9,0.6,0.32,2,Risky
506,52,78014,3,2201,2,6603,3301.5,6603.0,0.08,0.08,0,2,1.0,0.4,4,Risky
507,58,54346,1,11011,1,11011,11011.0,11011.0,0.2,0.2,1,13,0.8,0.49,1,Risky
508,47,85411,3,3889,1,11667,11667.0,11667.0,0.14,0.14,0,4,1.0,0.38,0,Risky
509,34,158326,0,18028,0,0,0.0,0.0,0.0,0.0,2,16,0.6,0.25,3,Medium
510,37,174693,1,11551,1,11551,11551.0,11551.0,0.07,0.07,1,6,0.8,0.15,1,Medium
511,42,91441,1,13664,1,13664,13664.0,13664.0,0.15,0.15,0,0,1.0,0.46,2,Risky
512,39,61121,1,16704,0,16704,0.0,0.0,0.0,0.27,1,23,0.8,0.27,2,Medium
513,30,75197,1,5320,0,5320,0.0,0.0,0.0,0.07,3,10,0.4,0.34,0,Risky
514,36,99577,3,4088,3,12264,4088.0,12264.0,0.12,0.12,0,27,1.0,0.24,0,Medium
515,53,109634,5,9688,1,48440,48440.0,48440.0,0.44,0.44,0,5,1.0,0.12,0,Medium
516,29,188503,3,11208,3,33624,11208.0,33624.0,0.18,0.18,1,15,0.8,0.27,2,Medium
517,58,115211,2,9664,2,19328,9664.0,19328.0,0.17,0.17,0,26,1.0,0.42,1,Risky
518,36,150909,1,11080,1,11080,11080.0,11080.0,0.07,0.07,1,13,0.8,0.19,1,Medium
519,29,195066,1,8925,1,8925,8925.0,8925.0,0.05,0.05,0,16,1.0,0.33,0,Risky
520,26,158687,4,2160,2,8640,4320.0,8640.0,0.05,0.05,3,14,0.4,0.02,0,Risky
521,24,16466,2,11714,2,23428,11714.0,23428.0,1.42,1.42,1,13,0.8,0.47,0,Risky
522,45,45771,3,5312,1,15936,15936.0,15936.0,0.35,0.35,3,6,0.4,0.48,1,Risky
523,31,98886,1,9387,0,9387,0.0,0.0,0.0,0.09,0,9,1.0,0.19,5,Medium
524,48,80911,1,19632,1,19632,19632.0,19632.0,0.24,0.24,0,18,1.0,0.25,6,Medium
525,36,166818,2,18935,2,37870,18935.0,37870.0,0.23,0.23,0,6,1.0,0.08,1,Low
526,33,103422,1,3447,1,3447,3447.0,3447.0,0.03,0.03,0,14,1.0,0.1,4,Low
527,22,88369,2,5309,2,10618,5309.0,10618.0,0.12,0.12,3,26,0.4,0.3,2,Risky
528,52,16893,5,11580,3,57900,19300.0,57900.0,3.43,3.43,2,23,0.6,0.31,1,Risky
